"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","Y"
2332.49,77.25,-0.6,94.59,1.09,176.803607852512,27,1.07,101,50.0107,15.71,23.13,2.04,1.02,34,4.8,3,71.25,1002.49,104.049,"A",431.91
2224.13,47.4,-0.75,86.8,0.59,189.392717840789,28,0.93,99,49.798,12.2566666666667,12.77,0.98,0.95,28.6,3.87,3,41.5,1014.13,86.8,"B",470.68
2264.29,87.13,0.4,58.18,1.26,174.017418688675,28,1.3,101,50.108,18.43,28.29,1.97,0.9,30.7,4.6,3,69.13,1009.29,46.544,"D",429.28
2238.32,66.91,-0.12,89.66,0.92,172.419187737014,32,1.24,98,49.8991,15.3766666666667,19.13,0.84,0.92,31.8,3.93,2,59.21,1018.32,17.932,"A",450.81
2133.49,92.3,0.43,87.39,1.05,160.888917183975,35,1.28,92,50.0936,20.1466666666667,24.44,0.47,1.25,30.3,3.17,2,73.5,1011.49,43.695,"A",437.73
2097.16,52.7,-0.57,36.35,0.94,182.940467952327,34,1.13,92,49.73,15.7733333333333,20.32,0.77,1.11,31.2,3.61,2,44.6,1015.16,14.54,"B",460.21
2264.6,83.45,0.3,79.62,1.17,177.487431481634,27,1.21,100,50.046,15.8466666666667,20.54,2.02,1.15,32.5,4.54,3,69.05,1001.6,47.772,"A",442.86
2162.51,53.3,-0.19,50.52,1,187.751558335356,34,1.03,95,50.1608,14.0533333333333,12.16,0.59,1.62,27.3,3.35,3,45,1021.51,15.156,"D",482.99
2353.27,82.27,0.31,51.96,1.83,180.797879465519,27,0.98,102,50.2739,18.3633333333333,28.09,3.52,1.02,31.5,5.02,4,65.27,1013.27,41.568,"D",440
2187.25,44.82,-1.15,74.73,0.74,190.523805462816,29,1.04,99,49.5649,10.0833333333333,9.25,1.03,0.84,32.8,3.88,2,41.82,1033.25,52.311,"A",478.48
2308.01,69.32,0.62,78.33,1.64,185.799820007301,23,0.94,113,50.1437,17.25,21.75,3.21,0.94,29.9,4.83,4,49.82,1015.01,86.163,"C",455.28
2314.07,73.66,-0.21,85.19,1.37,179.227824821391,23,0.96,113,50.1752,16.9,23.7,6.62,0.98,29.9,5.23,5,66.56,1002.07,110.747,"D",436.94
2192.36,46.67,-0.16,83.13,0.9,189.024325211875,33,0.99,95,49.9607,15.4066666666667,16.22,0.76,1.17,30.9,3.47,3,37.87,1022.36,33.252,"A",461.06
2307.97,88.95,0.55,53.49,3.76,170.859230333189,26,1.27,105,49.9735,17.25,24.75,21.24,0.33,35,5.32,4,69.45,1013.97,37.443,"A",438.28
2233.81,44.98,-0.55,88.86,0.79,185.445289826264,31,0.97,104,49.878,13.4933333333333,10.48,0.87,1.26,27.6,3.57,3,39.58,1011.81,62.202,"A",472.61
2178.7,87.69,0.62,60.89,1.17,171.913769741584,29,0.97,105,50.0646,19.8433333333333,29.53,1.09,0.93,26.5,3.83,4,70.79,1003.7,36.534,"C",426.85
2205.76,44.92,-0.48,61.14,0.73,186.750923905961,32,1.04,100,49.9058,14.1966666666667,12.59,0.86,1.36,28.8,3.54,2,39.72,1017.76,30.57,"A",470.18
2283.31,62.82,-0.19,68.29,1.41,175.802501311317,29,1.6,101,50.0515,17.8333333333333,23.5,1.83,1.29,32.8,4.46,2,54.42,1012.31,95.606,"A",455.38
2177.44,87.56,0.66,57.62,2.23,167.135345074405,29,1.22,97,50.2397,22.67,29.01,1.33,1.02,29.4,4.17,3,66.56,1006.44,23.048,"A",428.32
2210.57,57.39,0.43,83.63,1.85,193.226177173669,27,1.22,108,49.8783,12.25,9.75,1.78,1.08,27.9,4.28,3,42.49,1010.57,66.904,"A",480.35
2287.2,64.93,-0.26,78.1,1.13,176.701155231515,29,1.25,101,50.2438,17.5166666666667,19.55,1.34,1.12,31.1,4.21,3,56.53,1020.2,93.72,"B",455.56
2073.14,69.33,0.17,66.34,0.85,170.275760672439,36,1.31,99,49.5699,17.0166666666667,21.05,0.33,1.45,29.9,1.75,0,58.33,1013.14,39.804,"B",447.66
2283.74,91.47,1.02,79.02,1.78,169.958064418392,29,1.28,106,50.2805,21.24,24.72,1.61,1.2,32.9,4.27,3,68.67,1006.74,79.02,"B",443.06
2175.19,66.26,-0.15,68.96,0.74,173.509003468272,33,1.18,96,49.6849,16.0633333333333,21.19,0.69,1.07,30.7,3.2,2,58.86,1014.19,13.792,"A",452.43
2277.94,56.84,0.37,71.13,1.64,197.424038777136,26,0.94,104,50.0327,12.59,10.77,1.72,1.42,30,4.51,4,41.54,1019.94,71.13,"C",477.81
2101.72,86.27,0.24,87.01,1.03,165.847951005259,31,1.21,102,49.9495,20.56,28.68,0.76,1.12,27.9,3.6,2,73.77,1004.72,87.01,"A",431.66
2018.53,82.61,-0.09,74.3,0.84,172.551811353269,32,1.22,100,49.5769,17.9566666666667,29.87,0.64,1.08,29.9,2.99,1,73.91,1004.53,59.44,"B",431.8
2153.65,79.77,-0.25,77.62,0.71,165.666194104797,35,1.18,95,49.891,18.6633333333333,22.99,0.38,1.03,30.8,3.56,2,68.67,1006.65,46.572,"C",446.67
2214,66.89,-0.24,59.56,0.86,174.440020545484,31,0.96,102,49.8367,17.22,24.66,0.78,1.27,27.1,3.4,3,60.29,1018,23.824,"A",445.26
2281.85,80.49,-0.14,41.66,0.65,169.788197834982,28,0.39,104,50.0851,21.8766666666667,32.63,2.73,0.93,28.6,4.71,5,69.89,1013.85,37.494,"A",425.72
2402.73,84.19,0.24,73.27,1.47,167.79594087742,27,1.35,114,50.2986,22.46,31.38,7.61,0.92,30.3,5.04,3,72.29,1008.73,109.905,"D",430.58
2128.94,66.87,-0.34,77.16,1.01,176.213733582029,32,1.09,103,49.506,15.9566666666667,23.87,0.87,0.94,28.7,3.72,2,60.27,1018.94,38.58,"C",439.86
2189.31,67.35,-0.36,67.02,1.35,176.876054288795,31,1.08,106,49.6248,15.5333333333333,25.6,1.49,1.65,27.1,4.06,3,59.15,1013.31,53.616,"B",441.11
2195.6,76.74,-0.53,52.8,1.08,178.562908306316,27,0.91,98,49.9336,16.2066666666667,27.62,1.22,0.79,32.1,4.39,4,71.14,1011.6,26.4,"D",434.72
2235.23,81.15,0.03,39.04,1.87,172.722128712721,25,1.12,99,50.2015,20.0333333333333,30.1,2.99,0.52,32.2,4.92,4,67.45,1014.23,50.752,"A",434.01
2144.43,54.67,0.2,65.47,0.95,183.039388453397,36,1.28,93,49.9101,15.0633333333333,12.19,0.41,1.2,30.2,2.99,2,41.17,1019.43,39.282,"B",475.64
2282.43,55.38,0.42,74.32,3.34,186.472869263429,25,1.53,115,49.8197,13.37,13.11,7.33,0.46,29.5,4.78,3,41.58,1020.43,118.912,"A",460.44
2083.46,77.07,-0.19,69.22,0.77,166.953755198875,34,1.1,97,50.0593,20.43,28.29,0.41,1.2,24.1,2.62,2,68.67,1005.46,41.532,"A",436.4
2171.7,50.33,0.04,93.88,1.08,198.203102653687,29,0.93,97,50.2206,13.4833333333333,13.45,1.05,1.41,27.7,4.1,4,40.73,1018.7,56.328,"D",461.03
2097.94,48.84,-0.21,69.83,0.71,181.288420223235,34,1.09,93,49.9818,14.66,10.98,0.39,1.17,26.7,2.64,2,41.54,1019.94,13.966,"A",479.08
2114.31,85.74,0.6,84.11,1.4,161.582928582886,36,1.3,100,50.0454,21.8266666666667,26.48,0.41,1.5,25.8,3.1,2,69.14,1009.31,50.466,"D",435.76
2162.22,55.31,-0.05,78.65,0.97,195.716717499913,31,1.04,95,49.9151,12.3566666666667,13.07,0.88,1.69,31.2,3.61,2,45.51,1015.22,31.46,"B",460.14
2349.37,82,-0.74,69.31,1.08,174.299436081541,26,0.75,105,49.8868,16.52,25.56,13.72,0.9,34.8,5.93,4,75.6,1017.37,124.758,"A",442.2
2137.83,58.98,-0.26,70.3,0.89,188.739066112416,31,1.08,90,50.08,15.56,22.68,0.81,1.02,32.6,3.75,2,50.78,1008.83,21.09,"A",447.69
2161.65,77.77,-0.71,68.23,0.67,169.701717869482,29,0.81,94,49.8656,17.62,28.86,0.9,0.98,29.3,3.91,4,73.67,1006.65,20.469,"A",431.15
2334.32,73.76,0.14,71.76,1.39,181.324526865321,23,0.91,119,50.2458,16.5666666666667,22.7,3.92,1.17,28.8,4.85,5,63.56,1014.32,222.456,"A",445
2224.32,86.41,0.11,85.88,1.3,174.99916250552,30,0.87,97,50.2107,18.2966666666667,27.89,1.35,0.97,27.9,4.23,4,73.21,1001.32,34.352,"A",431.59
2225.94,52.77,-0.57,71.09,0.94,181.64284677321,32,0.88,94,49.7657,14.5933333333333,13.78,1.06,1.38,30.7,3.88,4,44.47,1027.94,49.763,"A",467.22
2226.16,57.93,-0.32,52.67,0.97,187.804825438294,27,1.04,106,49.7046,16.38,28.14,1.63,0.9,34.6,4.45,3,51.43,1012.16,31.602,"A",445.33
2296.21,51.79,-0.64,89.68,0.72,185.34226228164,28,0.8,109,49.8556,13.9333333333333,11.8,1.94,1.07,31.6,4.62,3,45.09,1013.21,107.616,"B",470.57
2151.72,50.91,0,73.66,1.1,182.542505508518,32,1.26,97,49.8903,14.57,10.71,0.55,1.43,26.2,3.35,2,39.61,1018.72,44.196,"D",473.77
2258.42,75.09,0.29,58.94,1.46,173.559010340709,28,1.09,106,50.1676,19.18,24.54,1.8,1,29,4.45,3,60.29,1017.42,47.152,"D",447.67
2231.78,50.55,-0.02,87.05,1.64,188.354377390944,29,1.02,105,50.0961,14.8466666666667,11.54,1.74,0.69,31.1,4.7,4,40.05,1014.78,60.935,"B",474.29
2133.07,82.52,0.13,67,0.91,164.842312385175,34,1.18,94,49.884,20.8233333333333,29.47,0.33,1.18,28.4,2.78,1,71.32,1008.07,6.7,"A",437.14
2109.12,78.95,-0.2,43.18,0.97,171.056727442445,32,1.06,89,50.1518,18.7466666666667,29.24,0.72,1.01,30.4,3.68,3,69.05,1003.12,12.954,"B",432.56
2298.72,49.59,-0.53,80.62,0.69,190.551152070152,30,0.63,96,50.0588,15.8366666666667,14.51,1.21,1.23,31,4.36,4,41.79,1009.72,56.434,"B",459.14
2093.03,67.37,-0.47,59.72,0.71,175.008434676732,32,1.05,93,49.9561,18.6366666666667,22.91,0.67,1.27,29.3,3.3,2,60.07,1016.03,41.804,"B",446.19
2274.38,82.37,-0.12,72.1,1.78,174.419592487527,28,1.15,103,50.0107,18.0066666666667,27.02,1.97,2.18,30,4.36,3,71.77,1006.38,93.73,"B",428.1
2312.18,51.87,-0.69,69.15,1.25,201.305216784743,26,0.84,101,49.8827,10.4966666666667,13.49,10.06,1,35.4,5.35,5,44.47,1030.18,69.15,"A",468.46
2260.95,81.95,0.45,55.66,2.11,176.104279184419,26,1.25,110,49.8354,19.08,30.24,2.21,1.31,31,4.66,3,66.75,1017.95,105.754,"A",435.02
2309.38,58.7,-0.18,61.19,0.69,183.963954861495,28,0.7,103,50.43,19.73,23.19,1.3,0.84,28.9,4.21,4,48.6,1002.38,85.666,"C",445.52
2095.36,53.05,-0.07,74.62,0.92,185.02633818473,39,1.1,93,49.8143,16.91,17.73,0.38,1.73,29.5,3.18,2,40.55,1003.36,52.234,"B",462.69
2226.26,66.87,-0.5,73.35,0.94,173.87838984151,31,1.35,104,50.135,17.2066666666667,18.62,1.25,0.77,29.9,4.31,2,61.27,1019.26,58.68,"D",455.75
2268.89,45.7,-0.44,68.85,0.92,192.226852457797,27,1.13,99,50.0337,13.2833333333333,12.85,1.55,0.88,31.2,4.41,3,40,1015.89,55.08,"A",463.74
2252.95,80.98,0.02,39.89,1.45,175.453577665547,27,1.08,102,50.1958,21.7766666666667,32.33,1.62,1.27,33.2,4.56,3,69.68,1011.95,55.846,"B",439.79
2269.99,70.65,-0.05,53.16,1.8,173.013501462548,26,1.26,111,49.8193,18.3633333333333,25.09,4.62,0.65,30.8,4.78,3,58.95,1016.99,85.056,"B",443.26
2159.3,88.93,0.57,52.97,1.08,166.302360717256,38,1.11,86,50.2125,22.8166666666667,29.45,0.38,3.34,30.1,3,2,69.13,1009.3,26.485,"A",432.04
2107.32,54.06,-0.22,79.87,0.91,185.816232005186,33,1.09,94,49.7598,16.6366666666667,16.91,0.81,1.11,32.4,3.73,2,43.96,1013.32,39.935,"A",465.86
2162.05,59.77,0.06,84.09,1.11,180.985529742627,30,0.98,95,50.0824,15.6966666666667,14.09,0.84,0.99,27.7,3.72,3,45.87,1009.05,50.454,"A",465.6
2328.35,36.46,-0.11,100.15,1.29,218.426941741536,26,0.89,101,50.5322,12.5766666666667,10.73,2.23,1.12,33.6,5.13,5,25.36,1009.35,110.165,"A",469.43
2094.4,56.4,-0.31,79.77,0.73,181.604163931902,32,1.26,92,50.0814,18.7333333333333,23.2,0.52,1.17,26.8,3.47,2,49.3,1003.4,31.908,"B",440.75
2132.82,44.71,-0.68,88.99,0.42,191.368664426383,35,1.28,88,49.9669,10.7366666666667,8.21,0.33,1.29,30.1,3.46,1,38.91,1015.82,35.596,"D",481.32
2291.64,50.56,-0.2,76.14,1.3,198.368971387696,24,1.01,109,49.9736,12.1,9.3,3.22,0.89,32.4,4.93,3,40.56,1022.64,137.052,"A",479.87
2213.7,49.96,0.15,69.13,1.2,195.445588679013,30,1.59,93,50.1,13.6566666666667,16.97,0.92,1.31,30.8,3.68,2,39.16,1005.7,20.739,"B",458.59
2253.62,90.67,0.42,93.03,1.64,176.448429073609,23,0.92,109,49.8476,16.8966666666667,23.69,2.58,1.17,33.3,4.69,4,71.97,1009.62,260.484,"A",438.62
2161.38,66.94,-0.15,77.92,0.89,172.72730512181,35,1.08,99,50.0105,18.3766666666667,25.13,0.64,1.04,26.8,3.02,2,59.44,1012.38,15.584,"A",445.59
2164.13,61.96,0.42,74.89,1.8,185.686154154011,33,1.52,98,50.0756,14.2866666666667,9.86,0.63,6.2,29.2,3.44,2,43.56,1015.13,59.912,"A",481.87
2082.58,56.5,0.37,88.7,0.82,188.918049375023,32,1.04,95,50.0941,14.7766666666667,11.33,0.6,1.84,23.5,2.99,2,41.5,1013.58,62.09,"A",475.01
2282.53,60.51,0.32,62.94,1.66,183.187592697113,27,1,111,50.0207,17.9833333333333,26.95,2.34,0.73,29.5,4.73,5,48.41,1008.53,37.764,"B",436.54
2197.28,57.36,0.64,89.62,1.23,193.505163711572,29,1.16,102,50.2878,17,15,1.06,1.71,27.1,4.11,3,40.66,1016.28,80.658,"A",456.63
2242.63,75.82,0.28,81.04,1.75,181.923807470517,24,1.09,110,50.2123,15.92,20.76,2.37,1.08,29.2,4.93,4,62.52,1015.63,137.768,"B",451.69
2302.93,49.59,-0.32,94.53,1.16,194.060847129207,27,0.87,100,50.2289,15.7633333333333,14.29,3.56,1.09,30.2,5.12,4,39.59,1010.93,132.342,"A",463.04
2052.68,77.61,0.04,64.02,0.76,175.171660370645,34,1.14,95,49.9719,15.58,19.74,0.3,2.61,21.2,2.46,1,67.71,1007.68,12.804,"B",446.1
2117.94,68.72,-0.43,70.57,0.88,179.506445901943,30,1.2,91,50.0563,17.8933333333333,26.68,0.8,1.27,31.4,3.76,2,59.92,1009.94,49.399,"B",438.67
2027.7,51.8,0.11,70.32,1.1,186.159840764421,36,1.18,99,49.8374,13.7466666666667,14.24,0.5,1.1,25.9,3.23,2,41.4,1019.7,7.032,"A",466.88
2173.42,71.11,0.61,84.86,1.31,181.806781696883,31,1.24,101,50.0169,17.3266666666667,21.98,0.87,1.02,29.4,3.52,2,48.41,1008.42,76.374,"A",444.6
2241.4,67.09,-0.17,81.41,1,181.151190150663,30,0.87,99,50.1962,17.5833333333333,22.75,1.3,1.16,28.5,4.29,4,59.39,1015.4,32.564,"A",440.26
2249.28,64.16,0.62,89.45,5.71,185.130345540119,29,1.56,99,50.0823,14.78,8.34,2.52,0.73,33.9,4.33,3,40.96,1023.28,80.505,"A",483.92
2162.18,45.7,-0.8,82.71,0.38,196.322740789122,31,0.76,100,49.5681,9.93333333333333,11.8,0.79,1.17,30.2,3.77,2,41.2,1017.18,24.813,"B",475.19
2223.06,52.38,-0.47,93.93,1.26,186.148884988203,30,1.22,103,49.9381,11.9366666666667,8.81,1.39,0.89,31.2,4.34,3,44.68,1023.06,84.537,"A",479.24
2261.95,84.18,-0.02,70.6,1.79,163.772523744394,28,1.6,106,50.1128,21.0166666666667,30.05,1.61,0.87,29.8,4.21,3,73.68,1014.95,105.9,"C",434.92
2315,76.56,0.01,87.68,1.25,180.692802932081,24,0.87,104,50.1074,14.3366666666667,16.01,1.81,1.15,31,4.58,5,65.46,1014,105.216,"B",454.16
2137.42,72.59,0.41,87.58,1.02,174.87849358843,33,0.95,96,49.9699,16.25,21.75,0.43,2.64,23.2,2.36,3,58.79,1012.42,43.79,"A",447.58
2008.67,45.86,-0.89,74.4,0.6,185.33556327975,39,1.19,88,49.747,14.6466666666667,13.94,0.38,1.46,29.8,2.7,0,41.26,1021.67,37.2,"A",467.9
2121.27,78.13,-0.26,67.35,0.81,178.303562006131,32,1.18,93,49.9302,17.75,29.25,0.81,1.12,29.6,3.65,2,69.13,1010.27,20.205,"A",426.29
2237.8,61.07,0.19,63.61,1.7,186.103372485992,28,1.52,99,50.1723,18.4433333333333,22.33,2.78,0.82,31.7,4.59,2,45.87,1007.8,63.61,"C",447.02
2048.47,48.09,-0.61,76.89,0.26,192.921191275005,37,0.81,83,50.0372,14.4766666666667,16.43,0.11,1.08,28.8,3.11,2,41.79,1005.47,0,"A",455.85
2188.31,48.72,-0.11,78.08,1.04,189.150185992524,29,1.17,100,49.952,13.8333333333333,11.5,1,0.83,32.6,3.93,2,40.22,1010.31,46.848,"A",476.46
2103.53,78.54,-0.27,69.17,0.93,174.113232208996,33,1.01,92,49.5755,15.8433333333333,23.53,0.79,1.13,31.3,3.53,2,68.94,1007.53,13.834,"B",437.48
2281.61,70.21,0.7,53.31,2.92,188.093238380943,28,1.13,104,50.2984,17.2866666666667,21.86,4.2,1.22,29.5,4.84,5,49.21,1014.61,58.641,"C",452.77
2172.57,43.73,-0.72,93.32,0.75,191.917775907242,32,1.27,92,49.6976,10.0566666666667,6.17,0.8,0.9,32.5,3.71,1,39.33,1012.57,37.328,"B",491.54
2161.22,73.19,-0.06,42.47,0.96,174.11764182699,31,0.99,106,49.5427,18.0633333333333,30.19,1.01,0.95,31.2,3.82,2,64.79,1017.22,16.988,"A",438.41
2283.81,58.73,0.5,82.58,1.73,190.423735605741,29,1.35,97,50.3346,13.89,11.67,1.95,1.53,29.4,4.35,3,41.93,1019.81,41.29,"A",476.1
2059.87,42.69,-0.47,94.59,0.74,187.000971703953,36,0.81,101,49.6035,16.1133333333333,15.34,0.57,1.1,24.8,3,3,36.99,1007.87,28.377,"C",464.58
2342.91,49.38,-0.09,86.31,0.95,193.391147037834,25,1.19,99,50.4678,13.8333333333333,11.5,2.39,0.92,34.8,5.01,3,40.78,1023.91,77.679,"C",467.74
2190,68.17,0.17,72.57,1.06,175.858537535871,32,1.37,98,50.0204,18.51,25.53,0.74,1.45,30,3.37,2,57.17,1010,50.799,"A",442.12
2170.53,71.9,0.07,80.76,1.44,185.884301080112,29,1.8,95,49.9622,15.09,21.27,1.1,2.5,32.1,3.97,2,57.5,1014.53,96.912,"A",453.34
1999.44,91.23,0.64,71.93,1.2,162.873446063292,34,1.45,97,50.0387,22.4566666666667,28.37,0.37,1.69,25.8,2.8,1,69.13,1010.44,14.386,"A",425.29
2248.74,65.03,0.46,47.54,0.99,177.800694301145,32,1.04,106,49.8254,19.4633333333333,28.39,0.92,1.14,26.7,3.78,3,51.43,1011.74,14.262,"A",449.63
2053.27,51.08,-0.74,95.72,0.35,190.365459010103,34,0.96,89,49.5497,11.5933333333333,13.78,0.14,1.05,29.4,3.12,1,45.78,1025.27,9.572,"B",462.88
2310.71,49.52,-0.46,77.03,1.05,189.125835459538,29,1.03,99,50.1598,14.8666666666667,14.6,1.94,0.79,31.3,4.8,4,42.32,1015.71,46.218,"A",464.67
2403.17,52.77,0.38,80.49,3.46,192.87655871067,28,1.18,101,50.7377,14.7,5.1,7.99,1.14,29.3,4.92,4,35.57,1027.17,56.343,"A",489.96
2222.27,61.28,0.67,77.67,1.99,183.503439416988,31,1.47,99,50.1809,15.3333333333333,7,1.14,1.33,29.1,3.93,2,38.08,1020.27,38.835,"A",482.38
2080.45,82.45,-0.78,78.72,0.79,169.051154565826,36,1.16,95,49.8579,18.7666666666667,26.3,0.58,2.07,29.4,3.34,1,77.95,1009.45,55.104,"A",437.95
2264.74,79.68,-0.57,58.77,1.24,174.317700478433,27,0.94,104,49.9306,19.1866666666667,30.56,3.07,0.83,30.5,5,4,71.98,1004.74,105.786,"A",429.2
2238.03,53.93,-0.18,74.8,0.94,179.927954404515,31,1.2,104,49.7703,17.03,21.09,0.96,1.18,28.6,3.72,3,46.63,1013.03,59.84,"C",453.34
2271.58,82.42,0.03,51.34,1.18,170.58014309853,28,0.96,102,49.8899,18.4033333333333,28.21,1.57,0.71,32.3,4.59,4,70.02,1010.58,51.34,"B",442.47
2165.14,69.09,0.42,90.41,2.23,179.028823651325,31,1.25,100,49.9287,15.28,15.84,0.94,3.96,27.1,3.69,3,49.69,1015.14,90.41,"A",462.6
2212.57,58.66,0.62,91.1,1.73,184.65443205544,28,1.06,107,50.0124,16.3433333333333,10.03,1.37,1.17,27,3.99,3,40.96,1024.57,118.43,"A",478.79
2266.34,57.35,-0.46,62.57,0.94,179.643306129069,28,0.93,106,50.0752,16.79,20.37,1.41,1.05,30.2,4.38,4,52.05,1012.34,56.313,"A",456.11
2108.81,70.76,0.5,84.27,1.04,171.379851493211,36,1.66,97,50.0624,20.0633333333333,21.19,0.31,1.82,25.1,2.89,1,50.16,1005.81,58.989,"D",450.33
2258.21,75.38,-0.55,42.93,0.85,168.08229569927,31,1.23,105,49.9379,22.2433333333333,33.73,1.13,1.2,30.5,4,2,69.88,1007.21,55.809,"B",434.83
2228.1,85.48,0.03,40.96,0.91,176.891253036581,26,0.82,108,49.795,17.9566666666667,29.87,1.81,1.08,30.3,4.49,3,73.68,1015.1,36.864,"A",433.43
2087.76,72.86,-0.19,76.53,1.03,169.004403738519,34,1.23,99,49.7474,17.54,19.62,0.69,0.94,31.8,3.62,1,62.96,1020.76,61.224,"A",456.02
2201.08,49.17,-0.32,69.74,1.39,189.206334538233,32,1.22,91,50.0404,12.31,9.93,0.76,1.33,28.5,3.73,3,40.67,1018.08,13.948,"A",485.23
2244.03,47.64,-0.26,74.99,1.09,194.614857570707,26,1.22,99,50.2021,13.1433333333333,9.43,1.93,0.88,31.5,4.54,3,37.14,1013.03,104.986,"A",473.57
2195.17,48.68,-0.4,70.45,1.52,200.300080484182,30,1.48,95,50.1288,13.7466666666667,14.24,1.74,3.73,31.7,4.28,2,39.58,1011.17,77.495,"B",469.94
2145.69,61.73,0.06,91.49,0.97,174.80956233309,44,0.99,95,49.6316,15.3233333333333,12.97,0.27,1.17,29.2,2.19,2,49.83,1008.69,0,"B",452.07
2238.82,50.34,-0.32,88.97,0.97,192.194030601423,28,0.9,101,50.1353,12.5333333333333,7.6,1.25,1.04,29.9,4.32,4,41.04,1021.82,106.764,"B",475.32
2150.39,45.14,-0.37,89.13,0.94,194.108893647291,33,0.84,101,49.6063,11.7966666666667,8.39,0.89,1.07,28.9,3.65,3,36.24,1013.39,35.652,"A",480.69
2261.12,57.86,-0.15,46.52,1.34,182.07081755505,30,0.91,96,50.3774,20.47,25.41,1.19,0.91,29.3,4.25,4,48.06,1013.12,18.608,"B",444.01
2301.41,73.73,0.61,60.55,2.35,182.37950749865,23,1.03,105,50.073,16.1433333333333,18.43,7.1,0.75,31.1,5.14,4,56.03,1020.41,66.605,"A",465.17
2246.87,48.42,-0.48,88.71,1.33,204.365519641712,26,0.84,99,49.8823,10.4366666666667,10.31,1.72,1.57,32.8,4.55,4,39.82,1012.87,159.678,"A",480.61
2344.39,53.9,-0.08,89.15,1.96,190.342054772322,24,1.31,101,50.4701,14.7633333333333,11.29,5.13,0.82,33.9,5.11,3,41.5,1013.39,196.13,"A",476.04
2138.51,62.6,0.38,83.02,0.98,179.76977843764,33,1.03,99,49.9961,19.5366666666667,22.61,0.55,1.5,26.5,2.72,2,49.3,1003.51,41.51,"B",441.76
2204.19,85.08,0.32,75.19,1.34,171.341544616606,29,1.1,98,49.8683,18.78,29.34,1.53,1.25,31.4,4.2,4,71.98,1005.19,37.595,"A",428.24
2157,80.71,0.14,87.35,1.12,173.019674371006,33,1.36,88,50.2376,17.29,18.87,0.54,1.48,28.5,3.38,2,67.71,1004,52.41,"B",444.77
2213.58,58.97,0.43,85.66,1.58,183.777080329917,32,1.6,104,50.2571,15.4033333333333,13.21,0.9,1.18,26,3.77,2,45.87,1008.58,68.528,"A",463.1
2244.19,55.9,0.14,91.66,1.02,181.536832648345,29,0.9,105,49.7733,14.7666666666667,11.3,1.39,0.7,34.1,4.27,3,44.6,1018.19,45.83,"A",470.5
2208.04,91.79,0.4,63.47,2.49,164.928963099182,34,1,92,49.8951,19.7433333333333,29.23,0.71,3.38,29.3,3.67,3,72.99,1007.04,12.694,"B",431
2188.27,76.1,-0.52,72.25,0.82,171.740403342113,32,1.35,95,50.0044,18.2533333333333,27.76,0.91,1,30.9,3.87,2,69.4,1004.27,72.25,"B",430.68
2326.6,76.47,-0.14,70.58,1.25,175.452410621944,25,0.95,104,50.1919,19.7533333333333,29.26,2.08,1.08,30.9,4.66,4,67.17,1006.6,105.87,"B",436.42
2175.19,57.92,-0.07,60.1,1.01,181.681104785464,30,0.96,100,49.9005,17.5733333333333,25.72,0.87,1.08,27.4,3.65,3,49.82,1016.19,12.02,"A",452.33
2287.64,71.54,-0.14,89.29,1.09,176.754918331376,30,1.03,103,49.9264,16.81,23.43,1.28,1.09,32.5,4.31,3,63.94,1010.64,44.645,"B",440.16
2081.18,74.46,-0.08,67.43,0.89,177.290207187582,31,1.14,100,49.7257,16.5333333333333,25.6,0.75,1.8,28.8,3.31,2,63.76,1010.18,67.43,"B",435.75
2270.48,68.47,0.78,67.58,1.57,184.368912925225,28,0.96,108,50.2804,20.4333333333333,22.3,1.7,0.95,29.1,4.35,4,44.57,1008.48,67.58,"A",449.74
2147.74,80.14,-0.22,70.8,0.52,170.36831384408,33,0.85,89,50.1564,19.3033333333333,27.91,0.38,1.41,27.1,2.87,3,72.24,1010.74,7.08,"B",430.73
2191.55,84.97,-0.09,63.62,0.89,172.74580751338,29,0.95,105,49.7909,18.1166666666667,30.35,0.97,1.1,30.3,3.71,3,77.17,1009.55,19.086,"A",432.75
2113.88,58.13,0.11,66.68,0.76,180.703320286262,34,1.27,97,49.9252,18.26,21.78,0.44,1.38,28.5,2.39,1,47.43,1007.88,40.008,"B",446.79
2188.12,53.09,-0.09,90.76,0.87,182.844391809594,34,1.25,96,50.2528,14.3966666666667,7.19,0.53,1.5,24.6,3.21,3,41.39,1018.12,63.532,"A",486.35
2282.66,70.5,0.18,75.34,1.11,173.40128582325,30,1.19,105,50.0059,17.96,20.88,1.28,0.81,31.3,4.2,3,59.8,1015.66,45.204,"C",453.18
2135.73,65.33,0.51,59.77,1.28,183.667966403461,30,1.19,101,49.9584,17.0633333333333,24.19,0.98,0.93,28.6,3.89,2,50.23,1015.73,17.931,"A",458.31
2219.7,53.44,0.29,80.79,1.1,197.898615793427,27,1.03,103,50.2389,12.3266666666667,9.98,1.36,1.1,29.3,4.25,3,41.54,1019.7,48.474,"B",480.26
2133.89,58.7,-0.45,74.1,0.94,186.53502242639,32,0.97,96,49.5804,14.8233333333333,23.47,0.66,3.29,29.7,3.47,3,51.3,1011.89,59.28,"A",448.65
2320.67,63.9,0.52,41.34,1.44,185.581202055024,25,1.14,113,49.9543,18.7833333333333,26.35,2.43,0.7,30.4,4.65,3,49.5,1012.67,41.34,"A",458.41
