X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21
2333.95,78.15,-0.38,87.35,0.94,167.1503137,27,1.19,102,50.0931,20.26333333,27.79,1.88,0.77,34.7,4.6,2,71.85,1008.95,87.35,A
2239.87,65,-0.37,80.72,1.28,179.2138118,28,1.1,107,49.7161,14.33,21.99,1.81,0.73,35.7,4.86,3,57.5,1015.87,64.576,D
2146.83,46.57,-0.31,49.75,0.89,188.6256588,32,1.24,102,49.6728,13.45,13.35,0.98,0.81,33.2,4.04,2,40.27,1005.83,24.875,A
2326.88,79.06,-0.08,64.73,1.39,173.1815849,28,0.85,107,50.1674,20.54333333,28.63,2.11,1.02,30.1,4.75,5,66.56,1005.88,64.73,B
2417.64,51.5,-0.4,77.56,1.38,187.6192523,27,0.92,111,50.0958,15.26,12.78,7.28,1.12,30,5.31,5,44.6,1013.64,116.34,A
2231.82,51.02,-0.35,86.03,1.59,186.5945445,26,0.85,104,49.7274,11.79,8.37,2.62,0.69,29.3,4.47,4,40.92,1021.82,137.648,D
2263.15,49.28,0.19,96.08,0.73,183.3172842,31,0.8,100,50.0812,15.97666667,11.93,0.76,0.77,29.8,3.85,3,38.78,1013.15,28.824,A
2215.84,72.36,-0.02,71.72,0.9,172.0090561,31,1.05,106,49.7694,16.01,21.03,1.08,1.11,28.4,3.88,3,63.86,1014.84,28.688,C
2127.2,70.12,-0.69,44.95,0.81,169.1693687,36,1.06,90,49.6148,18.06666667,27.2,0.5,1.18,30.2,2.64,2,65.12,1016.2,4.495,A
2193.19,86.93,0.19,62.12,0.9,161.827756,31,0.93,95,49.9176,19.97666667,26.93,0.77,0.91,29.8,3.42,3,75.23,1010.19,12.424,A
2334.35,48.32,-0.36,78.18,0.91,196.2180543,25,1.03,103,50.2023,13.25333333,12.76,1.78,1.06,34.7,4.74,3,42.32,1015.35,125.088,A
2216.15,46.07,-0.18,73.32,1.21,188.2595176,31,0.9,100,49.8448,13.85,8.55,0.99,1.34,30.2,3.87,4,35.77,1016.15,43.992,A
2272.72,58.79,0.58,91.56,3.4,193.2869849,25,1.2,109,50.1003,14.88666667,14.66,3.46,0.97,30,4.7,4,40.89,1009.72,183.12,C
2226.87,50.03,-0.07,98.56,1.48,195.3503065,29,0.86,96,50.0794,12.45333333,10.36,1.33,1.43,30.6,4.23,4,37.83,1005.87,68.992,D
2214.99,82.64,0.71,92.87,1.1,169.3048923,32,1.02,100,50.3008,19.18,21.54,0.89,0.88,28.1,3.76,3,66.54,1004.99,18.574,A
2323.26,49.38,-0.17,48.62,1.39,195.7746087,25,0.93,113,49.927,12.67333333,14.02,5.7,0.57,29.6,5.11,6,41.78,1011.26,48.62,B
2148.35,47,-0.74,72.69,0.82,189.5618941,33,1.23,90,49.8955,14.11666667,12.35,0.59,2.15,30.7,3.52,2,40.8,1027.35,43.614,B
2224.16,74.86,0.34,52.95,1.52,176.6073785,30,1.24,97,50.0757,17.63,25.89,0.98,2.03,27.9,3.73,3,58.86,1014.16,26.475,B
2144.6,74.27,-0.05,58.83,1.27,180.4646925,32,1.02,89,50.0329,15.35,22.05,0.62,5.19,29.9,3.44,3,61.27,1019.6,41.181,C
2162.9,84.85,0.41,56.44,0.72,171.8288212,34,1.04,93,50.2118,21.68666667,32.06,0.24,1.3,30,3.32,2,71.85,1007.9,11.288,A
2373.36,82.6,0.74,62.45,7.48,172.5433225,27,1.29,108,50.4032,21.18333333,24.55,14.37,1.4,28.8,4.75,4,57.5,1015.36,106.165,B
2309.59,79.67,-0.16,77.94,1.15,174.8450061,26,1.14,104,50.1169,19.07666667,27.23,1.86,0.98,34.7,4.66,3,71.77,1006.59,93.528,A
2338.85,69.2,0.11,67.28,1.6,184.1055039,22,0.87,120,49.8994,16.09666667,24.29,10.33,0.79,29.2,4.99,5,57.5,1014.85,87.464,B
2092.44,83.9,-0.48,59.42,0.85,177.298258,33,1.06,99,49.6691,17.13333333,30.4,0.8,2.09,26.2,3.49,2,77.3,1002.44,35.652,D
2111.48,78.45,-0.1,61.62,0.86,167.9033446,34,1.03,99,49.8535,19.83333333,26.5,0.74,1.47,27.4,3.4,2,66.75,1018.48,24.648,B
2120.48,54.46,0.43,96.76,1.28,188.662099,34,1.52,95,49.9074,12.47333333,10.42,0.47,1.75,31.1,3.32,1,41.26,1008.48,29.028,A
2169.19,55.39,-0.03,84.61,1.08,184.5725764,33,1.43,99,49.7606,14.26333333,15.79,0.62,2.23,24.8,3.23,2,44.89,1010.19,33.844,C
2160.62,56.95,-0.61,76.22,0.71,186.3036352,32,1.03,88,50.0205,15.26333333,15.79,0.67,1.63,31.6,3.39,2,49.15,1020.62,38.11,A
2224.57,86.07,0.1,58.74,0.87,165.0465585,30,1.1,94,50.2387,22.1,30.3,1.02,0.93,32,3.89,2,73.67,1005.57,17.622,C
2352.07,80.75,0.64,61.47,4.93,171.2583035,26,1.04,116,50.0637,19.52666667,25.58,10.56,0.75,29.9,5.12,5,64.45,1011.07,86.058,A
2218.8,55.44,-0.49,93.59,0.76,179.7810892,30,1.06,100,49.9545,15.12,12.36,0.92,0.82,33.3,4.08,2,48.04,1012.8,112.308,A
2238.08,51.12,-0.23,89.71,1.78,200.6138336,27,1.3,99,50.2199,11.52,10.56,3.7,1.75,33.1,4.79,3,40.22,1005.08,161.478,A
2154.11,85.53,0.22,62.42,1.75,171.4457327,31,0.95,98,49.8339,20.00333333,30.01,0.9,6.64,26.2,3.63,3,69.13,1010.11,68.662,B
2145.44,51.03,-0.31,86.91,1.06,181.5273608,36,0.99,91,50.0071,15.97,14.91,0.58,1.08,29.5,3.49,3,40.73,1017.44,43.455,A
2252.28,53.95,0.2,78.2,1.34,190.954963,29,1.04,102,49.8156,15.3,15.9,1.1,1.24,32.7,4.04,3,41.35,1006.28,62.56,B
2247.78,48.32,-0.9,98,1.15,189.9518763,27,1.02,112,49.7149,10.97,8.91,1.91,0.97,35.2,4.89,3,43.52,1022.78,176.4,C
2223.17,84,0.73,61.26,1.84,176.819445,33,1.4,101,50.1656,19.96,26.88,0.85,2.58,28.9,3.53,2,61.5,1009.17,55.134,B
2179.32,52.46,0.05,84.75,0.94,196.6643412,29,1.21,102,49.8534,12.92666667,14.78,1.1,0.74,33.4,4.02,2,42.86,1015.32,42.375,A
2150.95,94.08,0.57,50.02,1.37,169.4044183,35,2.39,89,50.2243,23.31666667,30.95,0.38,12.42,27.6,3.3,1,71.58,1009.95,40.016,B
2245.6,62.63,-0.97,85.81,0.88,184.9088339,25,0.96,102,49.7622,12.96666667,17.9,1.88,0.74,34.7,4.71,3,58.33,1013.6,111.553,B
2053.05,53.24,0.17,85.72,0.87,186.9206463,36,1.03,91,49.9027,14.65333333,13.96,0.55,1.31,28.1,3.24,2,39.54,1011.05,8.572,B
2182.04,88.08,0.27,58.66,1.74,164.2967474,34,2.07,96,50.1738,21.95,29.85,0.75,4.5,27.2,3.69,2,71.58,1010.04,35.196,C
2233.67,55.18,0.49,72.66,1.29,188.1514854,29,1.1,100,50.002,15.69,14.07,1.14,0.82,33.4,4.13,3,40.78,1024.67,29.064,A
2250.65,61.7,-0.15,64.64,1.07,177.2051828,29,0.98,100,49.9338,18.42,25.26,1.04,1.07,27,3.72,3,52.3,1006.65,51.712,C
2283.84,51.12,-0.33,84.18,1.15,185.166525,30,1.39,99,50.2163,14.35666667,10.07,1.45,1.26,31.2,4.15,2,40.92,1021.84,101.016,D
2301.18,55.99,-0.12,88.62,1.2,188.1367252,24,1,107,49.8426,16.22,15.66,6.92,0.43,36.5,5.29,3,43.99,1021.18,177.24,B
2157.14,48.22,-0.42,80.22,0.8,183.6013235,37,1.06,90,49.9971,13.08333333,6.25,0.35,1.31,28,2.63,2,40.02,1032.14,24.066,A
2150.65,79.91,-0.09,58.38,0.88,169.1171448,35,1.32,89,50.219,19.23666667,27.71,0.36,1.78,25.8,3.04,2,69.51,1009.65,23.352,A
2181.17,59.44,0.56,94.67,1.12,188.1624249,34,1.23,103,49.9612,14.25,12.75,0.76,1.25,28.3,3.32,1,42.34,1018.17,37.868,A
2366.1,78.99,0.98,84.94,6.25,182.5186915,21,1.37,109,50.6373,21.14666667,21.44,52.26,0.62,31.1,5.23,3,51.19,1009.1,203.856,A
2086.31,85.48,0.15,47.55,1.06,163.2608026,31,1.37,103,49.4339,20.99333333,32.98,0.73,0.93,29.7,3.33,1,73.88,1006.31,38.04,D
2330.44,88.02,0.27,75.91,1.84,165.2237852,27,1.09,105,49.9709,19.18,27.54,2.1,1.25,31.2,4.33,4,74.22,1007.44,60.728,A
2148.48,54.15,0.06,96.16,0.85,189.3181862,35,0.88,90,50.1174,14.89333333,11.68,0.64,1.13,29.1,3.39,3,40.55,1006.48,9.616,B
2267.49,49.34,0.15,68.07,1.2,193.1630665,26,1.02,110,49.8104,11.67333333,8.02,1.65,0.84,30.9,4.43,3,39.04,1018.49,40.842,D
2175.54,58.54,0.53,48.09,1.02,189.2440472,32,1.32,98,50.1243,16.38333333,19.15,0.67,1.27,30.6,3.41,1,44.34,1019.54,9.618,A
2242.26,71.21,-0.27,97.8,1.04,174.5945203,31,1.04,105,50.0323,17.17666667,18.53,0.94,1.59,27.6,3.63,3,63.91,1010.26,117.36,A
2403.47,97.5,0.84,59.3,7.12,169.4002519,24,1.18,109,50.233,20.27333333,30.82,46.77,0.76,32.1,5.22,5,76.2,1007.47,100.81,A
2179.74,79.65,0.31,74.53,1.28,169.8078503,29,1.22,107,49.7125,16.63333333,22.9,1.25,0.9,29.1,3.98,2,67.25,1017.74,44.718,B
2222.84,76.49,0.31,85.74,1.62,176.3120719,29,1.58,99,50.2335,17.39333333,22.18,1.05,1.83,29.8,3.86,2,62.39,1007.84,85.74,D
2147.74,45.44,-0.49,82.87,0.26,184.6044213,35,0.77,99,49.7986,12.23,3.69,0.28,0.85,26.2,3.33,2,38.44,1016.74,24.861,A
2257.12,62.6,0.52,67.3,4.81,185.9661088,27,0.92,112,49.9117,16.63,19.89,6.69,0.7,28.9,4.81,5,44.9,1008.12,74.03,B
2295.35,75.58,-0.09,78.09,1.16,177.378279,26,1.05,103,50.3897,18.78666667,23.36,2.31,1.15,33.1,5.12,3,65.18,1012.35,187.416,A
2028.91,57.97,0.16,70.41,0.83,190.5377284,33,0.82,90,50.044,15.52666667,13.58,0.53,2.87,23.9,2.81,3,44.47,1029.91,14.082,A
2155.93,68.17,-0.6,68.71,0.59,172.0098925,37,0.9,95,49.9747,18.62666667,25.88,0.45,2.02,25.4,3.12,3,61.47,1007.93,41.226,A
2266.2,42.97,-0.82,77.37,0.91,201.4727004,25,0.8,108,49.7801,9.19,6.57,2.49,1.04,29.9,4.79,4,39.37,1020.2,69.633,B
2146.7,49.3,0.24,96.29,1.12,199.083638,31,0.97,104,49.7976,11.50333333,10.51,0.97,1.14,27,3.69,3,37.5,1010.7,28.887,A
2038.49,86.79,-0.02,81.72,0.77,173.4086013,32,1.15,88,50.0014,17.71333333,26.14,0.64,1.16,30.4,3.23,1,72.99,1007.49,32.688,D
2361.83,58.76,0.35,79.55,1.13,192.4638542,27,0.65,99,50.4672,14.43666667,13.31,4.05,0.36,35.5,5.42,5,41.26,1020.83,47.73,A
2128.12,60.29,0.51,69.69,0.87,182.8766412,35,1.11,92,50.0436,16.67,14.01,0.32,2.19,27.7,2.42,2,42.99,1007.12,27.876,C
2202.79,45.19,0.18,80.88,1.18,194.3373318,31,0.91,103,49.6439,11.88,8.64,0.76,1.28,25.9,3.43,3,34.69,1026.79,24.264,B
2311.26,89.57,0.45,84.96,1.43,159.3386869,28,1.15,109,49.9226,20.29333333,24.88,1.77,0.9,28.3,4.26,3,73.17,1012.26,76.464,A
2265.31,79.11,-0.22,53,0.99,167.8327108,29,0.91,99,50.1305,18.76,23.28,1.18,1.17,27.8,3.96,4,69.51,1013.31,42.4,C
2147.34,71.16,0.02,66.6,0.53,167.5405889,39,1.5,75,50.1623,20.53333333,25.6,0.02,1.27,31,3.03,0,58.46,1016.34,6.66,A
2223.82,79.97,-0.45,64.43,0.97,172.4756531,27,0.94,100,49.8539,17,27,1.31,0.88,29.7,4.15,3,73.17,1009.82,57.987,B
2174.38,71.86,-0.12,74.08,0.97,173.3218686,33,0.89,97,49.7371,17.56333333,25.69,0.64,1.49,27.4,2.91,3,62.26,1011.38,14.816,A
2236.11,68.7,-0.33,81.09,0.77,185.569758,29,0.76,93,50.139,14.92333333,20.77,0.96,1.4,33,4.12,4,60.1,1011.11,48.654,A
2176.63,52.21,0.01,66.26,0.76,185.2662378,35,1.13,101,49.607,14.15,12.45,0.46,0.91,28.8,3.24,1,40.81,1025.63,19.878,B
2130.95,73.64,-0.51,72.58,0.53,171.8962937,33,1.17,91,49.8833,19.10666667,27.32,0.41,1.74,25.8,2.99,2,66.54,1004.95,43.548,C
2182.53,77.59,0.06,80.03,1.17,174.7515879,30,1.14,101,49.7793,17.50333333,25.51,1.16,0.83,32.9,4.1,3,67.69,1004.53,32.012,A
2255.4,58.64,-0.06,66.67,0.75,183.6445389,31,1.46,103,50.2583,17.81666667,17.45,0.86,1.84,27.9,3.7,2,49.64,1026.4,80.004,B
2253.77,79.67,0.44,82.43,1.6,182.320753,28,1.47,97,50.2995,18.13333333,24.4,2.26,1.72,32.1,4.53,3,60.37,1006.77,98.916,A
2192.85,54.12,0.58,63.16,1.33,190.3092247,31,0.98,102,50.0329,18.32666667,18.98,0.91,0.82,32.2,4.02,3,38.52,1018.85,25.264,A
2337.29,69.58,0.99,92.9,2.38,183.3426204,26,0.88,110,50.44,17.16,9.48,5.75,0.91,29.1,4.92,6,44.68,1023.29,74.32,D
2235.02,58.68,0.65,88.91,1.58,189.3197833,29,1,107,50.0262,15.01333333,12.04,1.18,1.25,27.1,3.99,3,41.58,1018.02,106.692,B
2236.01,57.53,-0.05,56.09,1.07,190.8707705,28,1.14,98,50.1471,16.70333333,26.11,1.43,0.73,34.6,4.58,3,47.43,1009.01,50.481,B
2242.73,83.44,0.11,86.69,0.93,175.6127181,28,0.68,101,50.276,18.42666667,25.28,0.85,1.45,28.7,3.99,4,71.94,1006.73,78.021,A
2349.39,92.06,1.06,66.09,5.29,175.2984226,25,1.23,102,50.5653,20.15333333,27.46,5.32,1.55,28.7,4.6,5,61.86,1012.39,79.308,B
2173.59,53.04,0.14,90.01,1.16,193.907425,29,1.01,105,49.7006,13.14,12.42,1.19,1.19,30.2,4.18,3,40.24,1016.59,72.008,B
2251.19,90.99,0.52,34.58,1.61,168.6783409,27,1.15,106,50.0573,20.83,32.49,2.74,0.48,33.8,5.19,3,74.99,1002.19,20.748,A
2190.62,62.56,0.09,58.52,1.3,184.4142521,29,1.22,103,49.9342,17.72,26.16,1.11,1.71,29.4,4.14,3,52.36,1013.62,64.372,A
2267.35,70.47,-0.11,48.91,1.36,169.595741,29,1.19,107,49.8636,17.79666667,23.39,2.96,0.75,28.4,4.48,4,61.87,1010.35,29.346,B
2267.29,59.45,-0.01,52.9,1.11,183.0915036,26,0.99,102,50.1811,17.04,21.12,2.47,0.63,32.7,5.12,4,49.15,1021.29,31.74,D
2088.7,71.46,-0.38,68.94,0.75,171.5931654,33,0.97,96,50.0705,17.64666667,19.94,0.63,1.7,26.4,3.28,3,65.46,1017.7,48.258,B
2348.31,73.11,-0.03,76.44,2.08,177.161307,26,1.41,104,50.2242,17.71666667,26.15,18.5,1.77,29.6,5.05,4,63.21,1012.31,129.948,A
2193.04,52.01,0.3,73.51,0.93,184.1562776,32,1,94,50.1607,15.64333333,13.93,0.81,1.92,27.9,3.39,3,38.91,1013.04,14.702,A
2244.3,63.81,0.31,86.67,1.91,174.7470692,29,1.36,107,49.921,17.29,12.87,2.04,0.61,30.4,4.2,2,45.51,1015.3,86.67,A
2067.77,84.58,0.3,53.92,0.88,173.2611277,31,0.85,98,49.8182,18.43,28.29,0.73,1.7,24.3,3.19,3,68.08,1010.77,26.96,B
2227.62,48.68,-0.16,85.15,1.18,190.6240184,31,0.99,103,49.9359,11.59333333,7.78,1.09,0.87,28.1,4.08,3,39.18,1024.62,25.545,B
2120.38,73.02,0.38,77.78,0.92,177.9423212,36,1.21,99,49.8082,16.03666667,21.11,0.49,1.48,27.8,3.06,2,58.12,1015.38,15.556,B
2104.23,75.55,0.13,90.18,1.01,175.3885426,32,1.11,98,49.8483,15.99,23.97,0.73,1.12,28.1,3.54,2,64.05,1012.23,36.072,B
2311.58,81.75,0.65,66.23,2.4,174.7458219,26,1.08,107,50.0016,17.57,25.71,2.62,1.04,29,4.51,4,66.05,1018.58,39.738,A
2156.23,66.63,0.64,62.03,1.4,178.1853405,34,1.49,99,50.167,20.23333333,24.7,0.25,4.98,23.6,2.89,2,50.23,1016.23,43.421,B
2250.11,49.61,0.04,81.49,1.39,188.9645355,29,1.32,97,50.3971,15.44,10.32,1.67,0.66,35,4.62,3,38.91,1012.11,32.596,B
2134.09,52.82,0.24,86.2,0.96,190.964502,33,1.67,93,49.8926,12.82,11.46,0.32,2.42,29.5,3.15,1,39.82,1012.09,60.34,A
2219.48,61.06,0.85,98.74,2.01,188.1868796,30,1.08,102,50.245,13.51,10.53,1.1,1.28,26.4,3.77,4,41.26,1007.48,49.37,A
2064.95,64.72,-0.59,72.87,0.71,174.0938331,35,1.33,89,49.9721,17.30333333,21.91,0.46,1.81,29.8,3.15,1,58.62,1015.95,36.435,C
2499.67,85.58,0.47,70.36,14.83,168.2708368,26,0.86,107,50.0284,20.45,25.35,100,0.45,36,6.26,7,65.18,1012.67,63.324,B
2155.67,69.72,-0.36,94.09,1.09,170.6854903,33,1.43,94,49.8047,17.59,22.77,0.68,1.02,31.4,3.43,1,59.92,1009.67,75.272,A
2214.36,70.12,-0.08,95.38,1.16,176.4191115,30,1.11,102,49.789,16.42666667,22.28,1.05,1.62,28.7,3.78,3,59.92,1009.36,57.228,A
2283.18,58.53,-0.17,78.59,1.41,180.4000615,27,1.13,110,49.8362,16.31333333,18.94,7.4,0.44,31.3,5.19,4,47.83,1005.18,149.321,A
2126.16,50.86,-0.11,96.2,0.48,180.10815,35,1.33,91,50.0923,14.30666667,6.92,0.09,1.05,28.8,2.94,1,41.26,1011.16,38.48,A
2359.07,73.86,-0.24,46.77,1.2,177.2262743,25,0.96,98,50.3119,15.69,23.07,1.77,1.25,33.4,4.59,5,65.46,1014.07,42.093,B
2077.12,49.8,-0.58,64.99,0.68,189.3253458,33,0.93,92,49.768,13.63,13.89,0.6,1.33,30,3.42,2,43.7,1015.12,19.497,A
2155.72,65.92,0.04,64.85,0.71,174.3902605,37,0.93,82,50.2121,16.71,14.13,0.33,1.41,30.4,3.11,3,53.82,1016.72,0,A
2212.56,53.92,0.32,87.67,1.46,193.448105,29,0.87,104,49.9171,12.46666667,7.4,1.33,0.95,32.3,4.42,4,40.72,1022.56,43.835,A
2115.68,49.45,0.2,90.59,0.9,190.196712,36,1.04,97,49.6467,12.05666667,6.17,0.58,1.17,28.9,2.83,2,36.25,1028.68,9.059,B
2243.84,57.72,0.61,93.84,2.6,187.8601958,30,1.51,101,50.4007,15.6,10.8,1.33,1.46,26.5,3.96,3,41.62,1012.84,84.456,B
2178.6,81.26,-0.22,52.87,0.93,166.2601751,32,1.03,96,49.8315,20.92333333,32.77,0.87,1.04,31.3,3.81,3,72.86,1003.6,21.148,A
2257.49,78.6,-0.23,82.95,1.17,166.1250289,25,1.1,119,49.7857,19.85333333,29.56,2.55,0.5,32.4,4.88,3,70.4,1006.49,165.9,A
2228.35,75.6,0.08,55.27,2.09,172.2037932,27,1.54,107,50.2077,22.35,31.05,2.95,1.16,28.2,4.53,3,62.7,1009.35,88.432,A
2182.99,50.16,-0.16,86.05,0.81,190.2725779,33,1.13,96,50.053,12.95,8.85,0.75,1.01,31.6,3.73,2,41.06,1020.99,25.815,B
2155.82,85.59,0.34,64.96,1.51,168.6501977,35,1.66,96,50.0506,21.38333333,31.15,0.37,66.78,26.7,3.15,2,69.59,1007.82,51.968,A
2099.69,78.56,0.04,65.67,1.04,172.7497107,33,0.9,100,49.8675,19.39333333,28.18,0.72,1.53,28.2,3.28,3,66.56,1005.69,45.969,A
2255.73,51.57,-0.2,82.04,1.11,192.0725011,30,0.89,92,50.1707,12.41333333,10.24,0.91,0.96,29.7,3.82,4,41.17,1019.73,16.408,A
2092.93,84.09,0.12,73.85,0.88,161.8040025,32,1.15,102,49.609,20.46,28.38,0.77,0.9,31.2,3.68,2,72.39,998.93,29.54,B
2230.52,50.68,-0.78,93.32,0.96,192.0574915,30,1.12,102,49.8367,14.15333333,15.46,1.61,1.5,29.1,4.41,3,44.88,1017.52,139.98,D
2284.05,69.84,-0.21,70.58,1.28,177.3242406,29,1.36,96,50.4633,18.65666667,19.97,1.32,1.85,30.2,4.14,2,59.14,1016.05,91.754,A
2250.34,76.58,-0.38,42.82,1.05,178.8501963,31,1.05,96,50.1443,17.45333333,28.36,1.35,2.36,28.9,4.21,4,68.08,1013.34,29.974,B
2280.46,54.44,-0.11,60.49,0.99,195.3335834,25,1.13,104,50.2288,14.03,15.09,1.74,1.21,33.1,4.56,3,44.34,1019.46,127.029,C
2207.51,52.31,0.01,80.26,0.73,190.5051288,35,1.2,90,50.1991,14.57333333,10.72,0.55,1.69,30.8,3.31,2,40.81,1016.51,40.13,A
2094.14,64.9,0.14,73.11,0.81,175.4448366,33,0.93,97,49.8938,16.45666667,16.37,0.54,2,25.8,3.16,3,52.9,1015.14,43.866,A
2198.17,65.33,-0.22,71.82,1,172.1405562,30,1.09,103,49.9774,19.22,24.66,1.05,0.88,31.2,4.11,3,57.43,1013.17,64.638,B
2139.65,62.6,-0.52,48.02,0.68,185.8447061,29,1,93,50.1315,18.81333333,26.44,0.81,1.62,32,4.01,2,54.2,1012.65,57.624,A
2296.45,59.54,0.55,86.11,2.05,189.723024,28,1.37,101,50.3366,12.1,6.3,1.46,1.01,30.5,4.06,3,41.14,1027.45,120.554,A
2307.54,70.86,0.96,69.07,2.51,171.6126222,30,1.4,102,50.5228,21.85333333,23.56,2.28,0.76,28.7,4.41,3,49.16,1002.54,34.535,A
2344.63,52.12,0.38,69.87,1.16,190.8709118,27,1.05,108,49.9771,11.91,8.73,1.74,0.87,31.4,4.46,3,39.42,1025.63,41.922,B
2295.94,52.26,-0.38,88.2,1.42,190.5333186,29,0.96,98,50.075,13.83,14.49,1.79,0.77,32.2,4.37,4,42.86,1013.94,44.1,C
2228.81,58.22,-0.18,93.12,1.28,181.3186097,33,1.2,93,50.1468,16.75333333,20.26,0.97,1.83,33.1,3.98,3,50.32,1009.81,74.496,A
2138.8,57.1,0.36,63.6,1.19,185.7516047,34,1.12,96,50.073,15.52,13.56,0.43,1.64,25.6,3.47,3,40.8,1024.8,19.08,A
2254.02,81.44,0.04,57.35,1.6,170.5704001,28,0.99,110,49.8278,18.67,29.01,2.41,0.88,29.3,4.57,4,70.04,1010.02,57.35,D
2269.74,70.42,0.26,89.34,1.23,181.1979745,26,0.9,99,50.1628,17.59333333,19.78,1.58,0.72,33.9,4.61,4,54.42,1011.74,53.604,D
2227.29,69.89,0.15,72.97,1.41,181.8247405,27,0.84,107,49.7015,14.41333333,19.24,1.58,1.03,31.9,4.38,4,56.89,1014.29,51.079,A
2182.34,51.91,-0.16,82.76,1.04,195.8400906,33,1.58,92,49.8765,10.78666667,8.36,0.69,5.09,30.8,3.52,2,40.71,1026.34,74.484,A
2104.91,72.05,-0.5,59.1,0.86,173.8807436,31,0.87,97,49.579,17.02666667,27.08,0.77,1.33,30.3,3.38,3,66.05,1017.91,29.55,A
2272.99,61.34,0.34,88.12,1.46,188.8723328,28,1.13,106,50.1254,14.1,9.3,2.08,1.36,28.5,4.36,3,43.14,1010.99,158.616,D
2389.68,54.55,0.17,70.14,1.38,192.6579821,27,1.06,115,49.9835,11.09666667,6.29,2.52,1.1,31.9,4.78,4,43.65,1020.68,126.252,C
2402.97,77.2,0.49,78.36,1.64,179.3987922,27,1.06,118,50.1697,18.11,21.33,2.88,0.89,29.7,4.82,4,60.1,1010.97,109.704,D
2204.36,58.23,0.34,89.12,1.81,192.4857055,32,0.99,95,49.878,14.85,14.55,0.68,1.86,26.6,3.39,3,40.73,1018.36,44.56,B
2181.05,60.79,0.52,59.13,1.21,174.7598572,33,1.29,102,50.0624,21.18,24.54,0.86,0.86,30.8,3.82,2,44.89,1010.05,11.826,A
2353.34,83.88,0,90.45,2.68,167.5150585,24,1.1,101,50.3278,19.09333333,24.28,11.2,0.74,28.8,4.77,4,71.98,1006.34,81.405,A
2038.5,89.44,0.53,80.77,1.45,171.0616824,35,1.04,98,49.8983,18.81666667,23.45,0.52,1.22,26.8,3.21,3,69.04,1010.5,24.231,B
2200.81,51.32,-0.19,85.34,1.13,197.8336268,27,1.15,100,49.9335,9.873333333,5.62,1.41,0.76,32.7,4.33,3,40.62,1015.81,59.738,B
2151.15,72.06,0.38,72.46,1.13,180.8293713,32,1.19,104,49.8132,16.94,20.82,0.88,1.16,29.4,3.72,2,57.76,1019.15,65.214,C
2159.36,47.15,-0.72,83.94,0.68,182.7901342,32,1.03,102,49.8246,12.02,6.06,0.74,1.16,28.1,3.36,2,43.65,1014.36,50.364,B
2178.34,47.7,-0.95,83.39,0.79,188.8096994,31,1.02,98,49.7624,15.08,21.24,1.03,1.04,31.6,3.77,2,44.3,1014.34,58.373,A
2296.02,85.26,0.62,70,1,163.1017142,29,0.76,106,50.1141,19.10666667,18.32,1.59,0.64,28.9,4.38,3,66.86,1012.02,35,A
2268.62,49.8,-0.09,81.16,0.56,187.44509,28,0.71,108,49.9678,15.14666667,9.44,1.88,0.47,28.3,4.43,3,40,1015.62,48.696,A
2168.02,63.96,0.42,79.59,1.51,183.9393004,34,1.08,89,50.1961,17.78666667,17.36,0.37,8.15,27.8,2.99,3,43.96,1013.02,47.754,B
2140.09,85.39,0.11,75.35,0.81,160.8225588,37,1.34,90,50.1827,20.98333333,26.95,0.29,1.43,24,3.08,2,70.79,1004.09,15.07,C
2189.06,77.66,0.03,59.7,0.93,166.5536023,31,1.03,95,50.094,17,21,0.71,0.98,28.8,3.31,3,66.86,1013.06,11.94,B
2290.12,93.65,0.14,64.17,3.11,171.9361669,28,1.24,95,50.4505,18.78666667,29.36,2.46,3.29,28.4,4.23,4,78.05,1011.12,77.004,B
2114.02,58.03,0.29,88,0.97,193.9177199,31,1.1,94,50.1141,14.94666667,14.84,0.96,1.24,30.8,3.73,2,41.23,995.02,35.2,A
2179.83,79.85,0,43.26,0.91,167.1226582,33,1.12,87,50.2621,21.07,27.21,0.54,1.4,28.9,3.17,3,67.45,1013.83,12.978,B
2232.71,89.33,0.37,66.44,1.18,167.7277263,32,1.21,97,50.1864,18.48,25.44,0.89,1.81,27,3.6,3,75.23,1010.71,26.576,D
2143.54,75.05,-0.17,40.69,0.85,167.9033446,36,1.19,82,50.1439,21.28,30.84,0.33,2.31,29.7,3.07,2,66.75,1017.54,4.069,A
2182.87,72.36,-0.28,58.09,0.31,165.0934243,34,0.73,103,49.6223,17.85,20.55,0.3,1.15,25.8,3.25,2,65.46,1013.87,29.045,A
2229.75,53.83,-0.75,92.02,0.91,183.0466621,29,1.08,109,49.8883,14.09,12.27,1.52,1.18,30.5,4.45,3,49.83,1007.75,165.636,A
2302.52,79.09,0.12,85.12,2.91,181.9205516,28,1.02,97,50.516,16.16333333,24.49,3.41,2.58,28.5,4.69,5,65.59,1011.52,68.096,B
2302.27,93.36,0.49,94.54,1.75,172.4353166,27,1.03,99,50.1588,17.88333333,26.65,1.96,0.94,33.5,4.58,4,74.16,1008.27,85.086,B
2200.45,65.58,-0.23,95.33,0.79,174.3563653,30,1.19,96,49.9834,17.15333333,21.46,0.78,1.23,28.5,3.74,3,58.18,1007.45,95.33,B
